Country_1,Country_2,Cooperation_Count,Country_Pair,Total_Articles_Country_1,Total_Articles_Country_2,Int_ij
Francesco,Russia,1,"('Francesco', 'Russia')",4,20,0.0125
Hungary,Russia,2,"('Hungary', 'Russia')",9,20,0.022222222
North Macedonia,Russia,2,"('North Macedonia', 'Russia')",6,20,0.033333333
Felix,Russia,1,"('Felix', 'Russia')",5,20,0.01
Jingqiu,Russia,2,"('Jingqiu', 'Russia')",4,20,0.05
Romania,Russia,2,"('Romania', 'Russia')",8,20,0.025
Brigitte,Russia,2,"('Brigitte', 'Russia')",3,20,0.066666667
Abdulgawi Salim,Russia,2,"('Abdulgawi Salim', 'Russia')",2,20,0.1
Malta,Russia,2,"('Malta', 'Russia')",2,20,0.1
Luigina,Russia,2,"('Luigina', 'Russia')",2,20,0.1
Jian,Russia,2,"('Jian', 'Russia')",4,20,0.05
Marko,Russia,2,"('Marko', 'Russia')",2,20,0.1
Petr,Russia,1,"('Petr', 'Russia')",1,20,0.05
Peoples R China,Shenggang,4,"('Peoples R China', 'Shenggang')",994,2,0.00804829
Min,Shenggang,1,"('Min', 'Shenggang')",5,2,0.1
Dayuan,Shenggang,1,"('Dayuan', 'Shenggang')",2,2,0.25
Peoples R China,Tianni,1,"('Peoples R China', 'Tianni')",994,1,0.001006036
Canada,Tianni,2,"('Canada', 'Tianni')",1030,1,0.003883495
South Korea,Tianni,1,"('South Korea', 'Tianni')",165,1,0.006060606
Peoples R China,Qi-tao,2,"('Peoples R China', 'Qi-tao')",994,1,0.004024145
Peoples R China,Xue,3,"('Peoples R China', 'Xue')",994,2,0.004527163
Jin-hui,Xue,1,"('Jin-hui', 'Xue')",1,2,0.5
Peoples R China,Zeyue,1,"('Peoples R China', 'Zeyue')",994,1,0.001006036
Jin-hui,Zeyue,1,"('Jin-hui', 'Zeyue')",1,1,1
Xue,Zeyue,1,"('Xue', 'Zeyue')",2,1,0.5
Peoples R China,Zhen,2,"('Peoples R China', 'Zhen')",994,2,0.002012072
Singapore,Zhen,1,"('Singapore', 'Zhen')",85,2,0.005882353
Peoples R China,Tinghua,1,"('Peoples R China', 'Tinghua')",994,1,0.001006036
Peoples R China,Yuanqiong,2,"('Peoples R China', 'Yuanqiong')",994,1,0.004024145
Junfang,Yuanqiong,1,"('Junfang', 'Yuanqiong')",1,1,1
Peoples R China,Taolin,3,"('Peoples R China', 'Taolin')",994,1,0.009054326
Peoples R China,Yueqiao,2,"('Peoples R China', 'Yueqiao')",994,1,0.004024145
Peoples R China,Xing,6,"('Peoples R China', 'Xing')",994,3,0.012072435
Jeong-Bon,Xing,1,"('Jeong-Bon', 'Xing')",1,3,0.333333333
Haibin,Xing,1,"('Haibin', 'Xing')",1,3,0.333333333
Cong,Xing,1,"('Cong', 'Xing')",1,3,0.333333333
Bao,Xing,1,"('Bao', 'Xing')",1,3,0.333333333
Peoples R China,Zheng,2,"('Peoples R China', 'Zheng')",994,1,0.004024145
Peoples R China,Sirui,3,"('Peoples R China', 'Sirui')",994,1,0.009054326
Guangming,Sirui,1,"('Guangming', 'Sirui')",3,1,0.333333333
Peoples R China,Xiao,6,"('Peoples R China', 'Xiao')",994,2,0.018108652
Xiao,Xiao,1,"('Xiao', 'Xiao')",2,2,0.25
Peoples R China,Yaoshan,6,"('Peoples R China', 'Yaoshan')",994,2,0.018108652
Xiao,Yaoshan,4,"('Xiao', 'Yaoshan')",2,2,4
Yaoshan,Yaoshan,1,"('Yaoshan', 'Yaoshan')",2,2,0.25
Peoples R China,Youngsang,1,"('Peoples R China', 'Youngsang')",994,1,0.001006036
South Korea,Youngsang,1,"('South Korea', 'Youngsang')",165,1,0.006060606
U Arab Emirates,Youngsang,1,"('U Arab Emirates', 'Youngsang')",37,1,0.027027027
Peoples R China,Zhe,5,"('Peoples R China', 'Zhe')",994,3,0.008383635
Mijia,Zhe,1,"('Mijia', 'Zhe')",1,3,0.333333333
Peoples R China,Remus,1,"('Peoples R China', 'Remus')",994,1,0.001006036
Cathy Yang,Remus,1,"('Cathy Yang', 'Remus')",1,1,1
Peoples R China,Sandy,1,"('Peoples R China', 'Sandy')",994,1,0.001006036
Cathy Yang,Sandy,1,"('Cathy Yang', 'Sandy')",1,1,1
Remus,Sandy,1,"('Remus', 'Sandy')",1,1,1
Peoples R China,Ruiqian,4,"('Peoples R China', 'Ruiqian')",994,1,0.016096579
Chenghao,Ruiqian,1,"('Chenghao', 'Ruiqian')",1,1,1
Jing,Ruiqian,1,"('Jing', 'Ruiqian')",2,1,0.5
Peoples R China,Saskia,1,"('Peoples R China', 'Saskia')",994,1,0.001006036
Belgium,Saskia,1,"('Belgium', 'Saskia')",208,1,0.004807692
Netherlands,Saskia,2,"('Netherlands', 'Saskia')",475,1,0.008421053
Mieke,Saskia,1,"('Mieke', 'Saskia')",1,1,1
Beatrice,Saskia,1,"('Beatrice', 'Saskia')",1,1,1
Peoples R China,Wenwen,2,"('Peoples R China', 'Wenwen')",994,1,0.004024145
Peoples R China,Xiao-Ling,2,"('Peoples R China', 'Xiao-Ling')",994,1,0.004024145
Peoples R China,Yidong,2,"('Peoples R China', 'Yidong')",994,1,0.004024145
Peoples R China,Yongkang,2,"('Peoples R China', 'Yongkang')",994,1,0.004024145
Yidong,Yongkang,1,"('Yidong', 'Yongkang')",1,1,1
Peoples R China,Xiaojun,1,"('Peoples R China', 'Xiaojun')",994,1,0.001006036
Canada,Xiaojun,1,"('Canada', 'Xiaojun')",1030,1,0.000970874
Nianqi,Xiaojun,1,"('Nianqi', 'Xiaojun')",1,1,1
Peoples R China,Shuang,2,"('Peoples R China', 'Shuang')",994,1,0.004024145
Peoples R China,Yanping,6,"('Peoples R China', 'Yanping')",994,2,0.018108652
Jian,Yanping,1,"('Jian', 'Yanping')",4,2,0.125
Xiuyuan,Yanping,1,"('Xiuyuan', 'Yanping')",1,2,0.5
Julan,Yanping,1,"('Julan', 'Yanping')",2,2,0.25
Peoples R China,Xiuyuan,3,"('Peoples R China', 'Xiuyuan')",994,1,0.009054326
Peoples R China,Yongmei,2,"('Peoples R China', 'Yongmei')",994,1,0.004024145
Canada,Yongmei,1,"('Canada', 'Yongmei')",1030,1,0.000970874
Chris,Yongmei,1,"('Chris', 'Yongmei')",5,1,0.2
Peoples R China,Weiyin,1,"('Peoples R China', 'Weiyin')",994,1,0.001006036
France,Weiyin,1,"('France', 'Weiyin')",593,1,0.001686341
Peoples R China,Xuezhou,1,"('Peoples R China', 'Xuezhou')",994,1,0.001006036
Libing,Xuezhou,1,"('Libing', 'Xuezhou')",1,1,1
Peoples R China,Shufeng,1,"('Peoples R China', 'Shufeng')",994,1,0.001006036
Peoples R China,Valeria,1,"('Peoples R China', 'Valeria')",994,1,0.001006036
Norway,Valeria,1,"('Norway', 'Valeria')",107,1,0.009345794
Germany,Valeria,1,"('Germany', 'Valeria')",428,1,0.002336449
Italy,Valeria,2,"('Italy', 'Valeria')",219,1,0.01826484
Moritz,Valeria,1,"('Moritz', 'Valeria')",5,1,0.2
Peoples R China,Tessa,2,"('Peoples R China', 'Tessa')",994,3,0.001341382
Canada,Tessa,2,"('Canada', 'Tessa')",1030,3,0.001294498
Belgium,Tessa,1,"('Belgium', 'Tessa')",208,3,0.001602564
Netherlands,Tessa,1,"('Netherlands', 'Tessa')",475,3,0.000701754
France,Tessa,1,"('France', 'Tessa')",593,3,0.000562114
David,Tessa,1,"('David', 'Tessa')",29,3,0.011494253
Peoples R China,Siyi,3,"('Peoples R China', 'Siyi')",994,2,0.004527163
Canada,Siyi,1,"('Canada', 'Siyi')",1030,2,0.000485437
Peoples R China,Yuntao,2,"('Peoples R China', 'Yuntao')",994,1,0.004024145
Netherlands,Yuntao,1,"('Netherlands', 'Yuntao')",475,1,0.002105263
Peoples R China,Shaojian,2,"('Peoples R China', 'Shaojian')",994,1,0.004024145
Peoples R China,Yuanyuan,2,"('Peoples R China', 'Yuanyuan')",994,1,0.004024145
Peoples R China,Zhuoying,2,"('Peoples R China', 'Zhuoying')",994,1,0.004024145
Yuanyuan,Zhuoying,1,"('Yuanyuan', 'Zhuoying')",1,1,1
Peoples R China,Yuanhua,1,"('Peoples R China', 'Yuanhua')",994,1,0.001006036
Hongdan,Yuanhua,1,"('Hongdan', 'Yuanhua')",2,1,0.5
Peoples R China,Zhu,3,"('Peoples R China', 'Zhu')",994,1,0.009054326
Chenqian,Zhu,1,"('Chenqian', 'Zhu')",1,1,1
Peoples R China,Yongqiang,2,"('Peoples R China', 'Yongqiang')",994,1,0.004024145
Peoples R China,Yijing,4,"('Peoples R China', 'Yijing')",994,1,0.016096579
Peoples R China,T. Dongmin,2,"('Peoples R China', 'T. Dongmin')",994,1,0.004024145
Canada,T. Dongmin,1,"('Canada', 'T. Dongmin')",1030,1,0.000970874
Peoples R China,Yuxiang,1,"('Peoples R China', 'Yuxiang')",994,1,0.001006036
Kai,Yuxiang,1,"('Kai', 'Yuxiang')",1,1,1
Peoples R China,Zheyuan,1,"('Peoples R China', 'Zheyuan')",994,1,0.001006036
Kai,Zheyuan,1,"('Kai', 'Zheyuan')",1,1,1
Yuxiang,Zheyuan,1,"('Yuxiang', 'Zheyuan')",1,1,1
Peoples R China,Yajun,4,"('Peoples R China', 'Yajun')",994,1,0.016096579
Israel,Sarit,2,"('Israel', 'Sarit')",57,2,0.035087719
Orly,Sarit,1,"('Orly', 'Sarit')",1,2,0.5
Israel,Ziva,1,"('Israel', 'Ziva')",57,1,0.01754386
Israel,Itai,1,"('Israel', 'Itai')",57,1,0.01754386
Eran,Itai,1,"('Eran', 'Itai')",1,1,1
Israel,Rachel,1,"('Israel', 'Rachel')",57,6,0.002923977
France,Rachel,2,"('France', 'Rachel')",593,6,0.001124227
Luxembourg,Rachel,1,"('Luxembourg', 'Rachel')",3,6,0.055555556
New Zealand,Rachel,2,"('New Zealand', 'Rachel')",146,6,0.00456621
Dan,Rachel,1,"('Dan', 'Rachel')",5,6,0.033333333
Itai,Rachel,1,"('Itai', 'Rachel')",1,6,0.166666667
Eran,Rachel,1,"('Eran', 'Rachel')",1,6,0.166666667
Fred Amofa,Rachel,1,"('Fred Amofa', 'Rachel')",1,6,0.166666667
Petra,Rachel,1,"('Petra', 'Rachel')",1,6,0.166666667
Israel,Tim,2,"('Israel', 'Tim')",57,4,0.01754386
Robert,Tim,1,"('Robert', 'Tim')",13,4,0.019230769
Bill,Tim,2,"('Bill', 'Tim')",2,4,0.5
Daniel,Tim,1,"('Daniel', 'Tim')",9,4,0.027777778
James,Tim,1,"('James', 'Tim')",10,4,0.025
Emma,Tim,1,"('Emma', 'Tim')",2,4,0.125
Israel,James,2,"('Israel', 'James')",57,10,0.007017544
Canada,James,2,"('Canada', 'James')",1030,10,0.00038835
Daniel,James,1,"('Daniel', 'James')",9,10,0.011111111
Emma,James,1,"('Emma', 'James')",2,10,0.05
Israel,Orly,1,"('Israel', 'Orly')",57,1,0.01754386
Canada,Julian,5,"('Canada', 'Julian')",1030,2,0.012135922
Canada,Maureen,1,"('Canada', 'Maureen')",1030,1,0.000970874
George,Maureen,1,"('George', 'Maureen')",6,1,0.166666667
Fritz,Maureen,1,"('Fritz', 'Maureen')",1,1,1
Canada,Sharon,1,"('Canada', 'Sharon')",1030,1,0.000970874
George,Sharon,1,"('George', 'Sharon')",6,1,0.166666667
Fritz,Sharon,1,"('Fritz', 'Sharon')",1,1,1
Maureen,Sharon,1,"('Maureen', 'Sharon')",1,1,1
Canada,Fritz,1,"('Canada', 'Fritz')",1030,1,0.000970874
Canada,Loren,1,"('Canada', 'Loren')",1030,1,0.000970874
Canada,G. Elijah,4,"('Canada', 'G. Elijah')",1030,2,0.00776699
G. Elijah,G. Elijah,1,"('G. Elijah', 'G. Elijah')",2,2,0.25
Canada,Jordan,1,"('Canada', 'Jordan')",1030,9,0.000107875
Germany,Jordan,1,"('Germany', 'Jordan')",428,9,0.000259605
David,Jordan,1,"('David', 'Jordan')",29,9,0.003831418
Jordan,Jordan,1,"('Jordan', 'Jordan')",9,9,0.012345679
John Michael,Jordan,1,"('John Michael', 'Jordan')",1,9,0.111111111
Canada,Cyril,1,"('Canada', 'Cyril')",1030,1,0.000970874
Canada,Claude,5,"('Canada', 'Claude')",1030,4,0.006067961
Amalia,Claude,1,"('Amalia', 'Claude')",1,4,0.25
Canada,Lin,1,"('Canada', 'Lin')",1030,1,0.000970874
Canada,Sally,3,"('Canada', 'Sally')",1030,3,0.002912621
Canada,Kevin,2,"('Canada', 'Kevin')",1030,6,0.000647249
France,Kevin,3,"('France', 'Kevin')",593,6,0.002529511
Audrey,Kevin,1,"('Audrey', 'Kevin')",1,6,0.166666667
Canada,Simon,2,"('Canada', 'Simon')",1030,2,0.001941748
Germany,Simon,1,"('Germany', 'Simon')",428,2,0.001168224
France,Simon,1,"('France', 'Simon')",593,2,0.00084317
Antoinette,Simon,1,"('Antoinette', 'Simon')",2,2,0.25
Isabelle,Simon,1,"('Isabelle', 'Simon')",2,2,0.25
Canada,Frederick,2,"('Canada', 'Frederick')",1030,2,0.001941748
Canada,Fiona,1,"('Canada', 'Fiona')",1030,2,0.000485437
Canada,Justin,2,"('Canada', 'Justin')",1030,2,0.001941748
Canada,JianAn,1,"('Canada', 'JianAn')",1030,1,0.000970874
George,JianAn,1,"('George', 'JianAn')",6,1,0.166666667
Canada,Olivier,5,"('Canada', 'Olivier')",1030,5,0.004854369
Charles,Olivier,1,"('Charles', 'Olivier')",3,5,0.066666667
Mario,Olivier,1,"('Mario', 'Olivier')",5,5,0.04
Marie-Christine,Olivier,1,"('Marie-Christine', 'Olivier')",1,5,0.2
Canada,Tunisia,3,"('Canada', 'Tunisia')",1030,11,0.000794351
India,Tunisia,2,"('India', 'Tunisia')",122,11,0.002980626
France,Tunisia,9,"('France', 'Tunisia')",593,11,0.012417599
Claude,Tunisia,1,"('Claude', 'Tunisia')",4,11,0.022727273
Real,Tunisia,1,"('Real', 'Tunisia')",3,11,0.03030303
Cameroon,Tunisia,1,"('Cameroon', 'Tunisia')",5,11,0.018181818
Nadia,Tunisia,1,"('Nadia', 'Tunisia')",4,11,0.022727273
Feten,Tunisia,3,"('Feten', 'Tunisia')",1,11,0.818181818
Tunisia,Tunisia,4,"('Tunisia', 'Tunisia')",11,11,0.132231405
Morocco,Tunisia,1,"('Morocco', 'Tunisia')",6,11,0.015151515
Rania,Tunisia,2,"('Rania', 'Tunisia')",2,11,0.181818182
Canada,Kiridaran,3,"('Canada', 'Kiridaran')",1030,2,0.004368932
Canada,Clodia,1,"('Canada', 'Clodia')",1030,2,0.000485437
Canada,Darryl,4,"('Canada', 'Darryl')",1030,1,0.015533981
Canada,Marcio de Oliveira,1,"('Canada', 'Marcio de Oliveira')",1030,1,0.000970874
Brazil,Marcio de Oliveira,1,"('Brazil', 'Marcio de Oliveira')",71,1,0.014084507
Canada,M. Sandy,1,"('Canada', 'M. Sandy')",1030,1,0.000970874
Canada,Real,6,"('Canada', 'Real')",1030,3,0.011650485
Claude,Real,1,"('Claude', 'Real')",4,3,0.083333333
Morocco,Real,1,"('Morocco', 'Real')",6,3,0.055555556
Canada,Karan,1,"('Canada', 'Karan')",1030,1,0.000970874
Ireland,Karan,1,"('Ireland', 'Karan')",73,1,0.01369863
Canada,Ireland,2,"('Canada', 'Ireland')",1030,73,5.32E-05
Belgium,Ireland,3,"('Belgium', 'Ireland')",208,73,0.000592729
Ireland,Ireland,10,"('Ireland', 'Ireland')",73,73,0.018765247
Germany,Ireland,2,"('Germany', 'Ireland')",428,73,0.000128025
France,Ireland,4,"('France', 'Ireland')",593,73,0.000369609
Cyprus,Ireland,1,"('Cyprus', 'Ireland')",14,73,0.000978474
Federica,Ireland,2,"('Federica', 'Ireland')",3,73,0.01826484
Don,Ireland,1,"('Don', 'Ireland')",3,73,0.00456621
Donna,Ireland,1,"('Donna', 'Ireland')",1,73,0.01369863
Cormac,Ireland,1,"('Cormac', 'Ireland')",1,73,0.01369863
Canada,Frances,2,"('Canada', 'Frances')",1030,1,0.003883495
Canada,Matthew,1,"('Canada', 'Matthew')",1030,4,0.000242718
Leigh Plunkett,Matthew,1,"('Leigh Plunkett', 'Matthew')",1,4,0.25
Canada,Kais,1,"('Canada', 'Kais')",1030,1,0.000970874
Bouchra,Kais,1,"('Bouchra', 'Kais')",1,1,1
Canada,Marie-France,1,"('Canada', 'Marie-France')",1030,1,0.000970874
Bouchra,Marie-France,1,"('Bouchra', 'Marie-France')",1,1,1
Kais,Marie-France,1,"('Kais', 'Marie-France')",1,1,1
Canada,Jerry,2,"('Canada', 'Jerry')",1030,3,0.001294498
Canada,Pramodita,2,"('Canada', 'Pramodita')",1030,2,0.001941748
India,Pramodita,1,"('India', 'Pramodita')",122,2,0.004098361
Navneet,Pramodita,1,"('Navneet', 'Pramodita')",1,2,0.5
Canada,Wenlong,2,"('Canada', 'Wenlong')",1030,1,0.003883495
Belgium,Wenlong,1,"('Belgium', 'Wenlong')",208,1,0.004807692
Canada,Sefa,1,"('Canada', 'Sefa')",1030,1,0.000970874
Canada,Sungchul,1,"('Canada', 'Sungchul')",1030,1,0.000970874
Canada,Jose,1,"('Canada', 'Jose')",1030,7,0.000138696
Isabel,Jose,1,"('Isabel', 'Jose')",2,7,0.071428571
Canada,Raul,1,"('Canada', 'Raul')",1030,1,0.000970874
Manuel,Raul,1,"('Manuel', 'Raul')",3,1,0.333333333
Canada,Manuel,1,"('Canada', 'Manuel')",1030,3,0.000323625
Irene,Manuel,1,"('Irene', 'Manuel')",2,3,0.166666667
Canada,Nadia,3,"('Canada', 'Nadia')",1030,4,0.002184466
France,Nadia,2,"('France', 'Nadia')",593,4,0.001686341
Canada,Taieb,5,"('Canada', 'Taieb')",1030,2,0.012135922
Real,Taieb,1,"('Real', 'Taieb')",3,2,0.166666667
Canada,Stefan,1,"('Canada', 'Stefan')",1030,7,0.000138696
Spain,Stefan,3,"('Spain', 'Stefan')",535,7,0.002403204
Netherlands,Stefan,1,"('Netherlands', 'Stefan')",475,7,0.000300752
Germany,Stefan,7,"('Germany', 'Stefan')",428,7,0.01635514
France,Stefan,2,"('France', 'Stefan')",593,7,0.000963623
Italy,Stefan,1,"('Italy', 'Stefan')",219,7,0.000652316
Anne,Stefan,1,"('Anne', 'Stefan')",5,7,0.028571429
Adrian,Stefan,1,"('Adrian', 'Stefan')",3,7,0.047619048
Andreas,Stefan,1,"('Andreas', 'Stefan')",7,7,0.020408163
Bernard,Stefan,1,"('Bernard', 'Stefan')",1,7,0.142857143
Canada,Mary,2,"('Canada', 'Mary')",1030,3,0.001294498
Julia,Mary,1,"('Julia', 'Mary')",2,3,0.166666667
Canada,Patricia,1,"('Canada', 'Patricia')",1030,3,0.000323625
France,Patricia,3,"('France', 'Patricia')",593,3,0.005059022
New Zealand,Patricia,3,"('New Zealand', 'Patricia')",146,3,0.020547945
Andrea,Patricia,1,"('Andrea', 'Patricia')",11,3,0.03030303
Canada,Toru,1,"('Canada', 'Toru')",1030,1,0.000970874
Spain,Toru,1,"('Spain', 'Toru')",535,1,0.001869159
Singapore,Toru,1,"('Singapore', 'Toru')",85,1,0.011764706
Canada,Carrie,1,"('Canada', 'Carrie')",1030,1,0.000970874
Canada,J. Barton,1,"('Canada', 'J. Barton')",1030,1,0.000970874
Carrie,J. Barton,1,"('Carrie', 'J. Barton')",1,1,1
Canada,Isabel Costa,1,"('Canada', 'Isabel Costa')",1030,2,0.000485437
Canada,Pascal,2,"('Canada', 'Pascal')",1030,2,0.001941748
France,Pascal,1,"('France', 'Pascal')",593,2,0.00084317
Canada,H. Onur,2,"('Canada', 'H. Onur')",1030,2,0.001941748
Canada,Ting,1,"('Canada', 'Ting')",1030,1,0.000970874
H. Onur,Ting,1,"('H. Onur', 'Ting')",2,1,0.5
Canada,Meng,1,"('Canada', 'Meng')",1030,1,0.000970874
Canada,Sara,1,"('Canada', 'Sara')",1030,1,0.000970874
Canada,Charles,1,"('Canada', 'Charles')",1030,3,0.000323625
Canada,Dirk,2,"('Canada', 'Dirk')",1030,4,0.000970874
Dave,Dirk,1,"('Dave', 'Dirk')",2,4,0.125
Canada,Dave,2,"('Canada', 'Dave')",1030,2,0.001941748
Asma,Dave,1,"('Asma', 'Dave')",1,2,0.5
Canada,Muhammad,1,"('Canada', 'Muhammad')",1030,4,0.000242718
Malaysia,Muhammad,1,"('Malaysia', 'Muhammad')",46,4,0.005434783
France,Muhammad,2,"('France', 'Muhammad')",593,4,0.001686341
Aamir Firoz,Muhammad,1,"('Aamir Firoz', 'Muhammad')",1,4,0.25
Arsalan Mujahid,Muhammad,1,"('Arsalan Mujahid', 'Muhammad')",1,4,0.25
Canada,Peru,1,"('Canada', 'Peru')",1030,7,0.000138696
France,Peru,1,"('France', 'Peru')",593,7,0.000240906
Enrique,Peru,1,"('Enrique', 'Peru')",3,7,0.047619048
James,Peru,1,"('James', 'Peru')",10,7,0.014285714
Alejandro,Peru,1,"('Alejandro', 'Peru')",1,7,0.142857143
Canada,Ghulam,1,"('Canada', 'Ghulam')",1030,1,0.000970874
France,Ghulam,2,"('France', 'Ghulam')",593,1,0.006745363
Canada,Jingyu,1,"('Canada', 'Jingyu')",1030,2,0.000485437
Canada,Nicolas,2,"('Canada', 'Nicolas')",1030,2,0.001941748
Canada,Kenneth,1,"('Canada', 'Kenneth')",1030,4,0.000242718
Belgium,Kenneth,1,"('Belgium', 'Kenneth')",208,4,0.001201923
France,Kenneth,2,"('France', 'Kenneth')",593,4,0.001686341
Canada,Mauritius,1,"('Canada', 'Mauritius')",1030,3,0.000323625
France,Mauritius,1,"('France', 'Mauritius')",593,3,0.000562114
Kenneth,Mauritius,1,"('Kenneth', 'Mauritius')",4,3,0.083333333
Canada,Min,2,"('Canada', 'Min')",1030,5,0.000776699
Lijun,Min,1,"('Lijun', 'Min')",1,5,0.2
Biying,Min,1,"('Biying', 'Min')",1,5,0.2
Dayuan,Min,1,"('Dayuan', 'Min')",2,5,0.1
Canada,Omrane,1,"('Canada', 'Omrane')",1030,1,0.000970874
Canada,Jee Hyun,1,"('Canada', 'Jee Hyun')",1030,1,0.000970874
Canada,Charlotte,1,"('Canada', 'Charlotte')",1030,1,0.000970874
Canada,Jaydeep,1,"('Canada', 'Jaydeep')",1030,1,0.000970874
Ayesha,Jaydeep,1,"('Ayesha', 'Jaydeep')",1,1,1
Canada,Devan,1,"('Canada', 'Devan')",1030,1,0.000970874
Canada,Fred,1,"('Canada', 'Fred')",1030,1,0.000970874
Devan,Fred,1,"('Devan', 'Fred')",1,1,1
Canada,Tanusree,1,"('Canada', 'Tanusree')",1030,1,0.000970874
Spain,Tanusree,1,"('Spain', 'Tanusree')",535,1,0.001869159
Lebanon,Tanusree,1,"('Lebanon', 'Tanusree')",39,1,0.025641026
Canada,Gail Lynn,1,"('Canada', 'Gail Lynn')",1030,1,0.000970874
Canada,Kelly,1,"('Canada', 'Kelly')",1030,1,0.000970874
Canada,Narongsak,1,"('Canada', 'Narongsak')",1030,1,0.000970874
Dirk,Narongsak,1,"('Dirk', 'Narongsak')",4,1,0.25
Canada,Morgane,1,"('Canada', 'Morgane')",1030,1,0.000970874
Canada,Malta,2,"('Canada', 'Malta')",1030,2,0.001941748
Brazil,Malta,2,"('Brazil', 'Malta')",71,2,0.028169014
Belgium,Malta,2,"('Belgium', 'Malta')",208,2,0.009615385
Malaysia,Malta,2,"('Malaysia', 'Malta')",46,2,0.043478261
France,Malta,2,"('France', 'Malta')",593,2,0.003372681
Italy,Malta,2,"('Italy', 'Malta')",219,2,0.00913242
Egypt,Malta,2,"('Egypt', 'Malta')",21,2,0.095238095
Hungary,Malta,2,"('Hungary', 'Malta')",9,2,0.222222222
Jingqiu,Malta,2,"('Jingqiu', 'Malta')",4,2,0.5
Brigitte,Malta,2,"('Brigitte', 'Malta')",3,2,0.666666667
Abdulgawi Salim,Malta,2,"('Abdulgawi Salim', 'Malta')",2,2,1
Luigina,Malta,2,"('Luigina', 'Malta')",2,2,1
Jian,Malta,2,"('Jian', 'Malta')",4,2,0.5
Canada,Luigina,2,"('Canada', 'Luigina')",1030,2,0.001941748
Brazil,Luigina,2,"('Brazil', 'Luigina')",71,2,0.028169014
Belgium,Luigina,2,"('Belgium', 'Luigina')",208,2,0.009615385
France,Luigina,2,"('France', 'Luigina')",593,2,0.003372681
Italy,Luigina,2,"('Italy', 'Luigina')",219,2,0.00913242
Egypt,Luigina,2,"('Egypt', 'Luigina')",21,2,0.095238095
Hungary,Luigina,2,"('Hungary', 'Luigina')",9,2,0.222222222
Jingqiu,Luigina,2,"('Jingqiu', 'Luigina')",4,2,0.5
Brigitte,Luigina,2,"('Brigitte', 'Luigina')",3,2,0.666666667
Abdulgawi Salim,Luigina,2,"('Abdulgawi Salim', 'Luigina')",2,2,1
Jian,Luigina,2,"('Jian', 'Luigina')",4,2,0.5
Canada,Egypt,2,"('Canada', 'Egypt')",1030,21,0.000184928
Brazil,Egypt,2,"('Brazil', 'Egypt')",71,21,0.002682763
Belgium,Egypt,2,"('Belgium', 'Egypt')",208,21,0.000915751
Egypt,Egypt,7,"('Egypt', 'Egypt')",21,21,0.111111111
Brigitte,Egypt,2,"('Brigitte', 'Egypt')",3,21,0.063492063
Abdulgawi Salim,Egypt,2,"('Abdulgawi Salim', 'Egypt')",2,21,0.095238095
Amr,Egypt,2,"('Amr', 'Egypt')",1,21,0.19047619
Alaa Mansour,Egypt,3,"('Alaa Mansour', 'Egypt')",2,21,0.214285714
Canada,Jian,3,"('Canada', 'Jian')",1030,4,0.002184466
Brazil,Jian,2,"('Brazil', 'Jian')",71,4,0.014084507
Belgium,Jian,2,"('Belgium', 'Jian')",208,4,0.004807692
France,Jian,2,"('France', 'Jian')",593,4,0.001686341
Italy,Jian,2,"('Italy', 'Jian')",219,4,0.00456621
Egypt,Jian,2,"('Egypt', 'Jian')",21,4,0.047619048
Hungary,Jian,2,"('Hungary', 'Jian')",9,4,0.111111111
Brigitte,Jian,2,"('Brigitte', 'Jian')",3,4,0.333333333
Abdulgawi Salim,Jian,2,"('Abdulgawi Salim', 'Jian')",2,4,0.5
Canada,Jingqiu,2,"('Canada', 'Jingqiu')",1030,4,0.000970874
Brazil,Jingqiu,2,"('Brazil', 'Jingqiu')",71,4,0.014084507
Belgium,Jingqiu,2,"('Belgium', 'Jingqiu')",208,4,0.004807692
France,Jingqiu,2,"('France', 'Jingqiu')",593,4,0.001686341
Italy,Jingqiu,2,"('Italy', 'Jingqiu')",219,4,0.00456621
Egypt,Jingqiu,2,"('Egypt', 'Jingqiu')",21,4,0.047619048
Hungary,Jingqiu,2,"('Hungary', 'Jingqiu')",9,4,0.111111111
Brigitte,Jingqiu,2,"('Brigitte', 'Jingqiu')",3,4,0.333333333
Abdulgawi Salim,Jingqiu,2,"('Abdulgawi Salim', 'Jingqiu')",2,4,0.5
Jian,Jingqiu,2,"('Jian', 'Jingqiu')",4,4,0.25
Canada,Marko,2,"('Canada', 'Marko')",1030,2,0.001941748
Brazil,Marko,2,"('Brazil', 'Marko')",71,2,0.028169014
Belgium,Marko,2,"('Belgium', 'Marko')",208,2,0.009615385
Malaysia,Marko,2,"('Malaysia', 'Marko')",46,2,0.043478261
France,Marko,2,"('France', 'Marko')",593,2,0.003372681
Italy,Marko,2,"('Italy', 'Marko')",219,2,0.00913242
Egypt,Marko,2,"('Egypt', 'Marko')",21,2,0.095238095
Hungary,Marko,2,"('Hungary', 'Marko')",9,2,0.222222222
Jingqiu,Marko,2,"('Jingqiu', 'Marko')",4,2,0.5
Brigitte,Marko,2,"('Brigitte', 'Marko')",3,2,0.666666667
Abdulgawi Salim,Marko,2,"('Abdulgawi Salim', 'Marko')",2,2,1
Malta,Marko,2,"('Malta', 'Marko')",2,2,1
